Sequence,Author
"[178. 111.  76. 176. 137.  76. 176. 137.  76. 176.  76.  76.  76.  76.
  76.  76.  76.  76.  76.  64.  64. 156.  25. 141.  76. 137. 137. 156.
  25. 141.  76.  64.  64.  25. 144. 111.  76.  64.  64.  25. 144. 111.
  76.  76.  76. 156. 156.  76.  76.  76.  76. 156. 156.  76.  72.  64.
  64.  64.  64.  64.  64.  64. 178.  92.  79.  12. 190. 190. 132. 124.
 124.   5.  92.  79.  12. 190. 190.   8.   8.   8. 190. 124.  79.  44.
 157.  44.  44.  20.  30.  92. 110. 151.  52.  20.  20.  73.  44.  30.
  92. 110. 151.  68.  68.  68. 120.  79.  77.  77. 189. 111.  76.  12.
  29. 157. 137.  76. 188. 188. 188.  31.   4. 188.  82.  31. 188.  72.
  76.  31. 174. 143.  76.  76.  44. 188. 188.  23.  63.  76. 143. 174.
 109.   4.  20.  76.  44. 188. 188.  31. 103. 188.  31. 103. 188.  31.
 103. 188.  31. 103.  23.  66. 176. 176.  31. 188.  82. 188. 188.  76.
  31. 188.  82. 188. 188.  76.  31.  31. 156. 100.  76.  28.  44.  28.
 128.  28.  28.  28.  44.  31.  25. 132. 126.  60.  95.  60. 160.  60.
  60. 126.  95.  95. 156. 174.  43. 116. 108. 108. 137.  76.  63. 156.
 174.  43. 132. 174. 174. 124. 120.  44. 191. 157. 181. 110.  44.  44.
  44. 124.  12.  79. 122. 120.  44. 157. 181. 110.  44.  44.  44. 124.
  12.  45.  76. 111.  31. 111.  13.  77.  31. 111.  31. 111. 111.  31.
  77.  76.  54. 184. 143. 156.   8.  72.  76. 178. 152. 185. 124.  76.
  54. 184. 143. 156.   8.  24.  77. 178. 152. 185. 124.  76.  72. 111.
 183.  76. 111. 183.  76. 111. 183.  72. 146. 146. 146.  64.  64.  64.
  64.  64.  -1.]",3
"[ 64.  64. 156.  25. 156.  76.  76.  64.  64.  64. 156. 144. 152.  76.
  76.  64.  64.  64. 137. 111. 111. 111. 124.  31.  31.  31.  76. 111.
  76. 111. 124. 152. 124. 159. 159. 106.  79. 181. 110. 110. 110.  44.
  79.  26.  30.  30.  30.  30.  30. 156. 174.  96.  96.  96.  96.  96.
 120. 164. 164.  73.  44.  12.  79.  96.  96.  96.  96.  96. 120. 164.
 164.  73.  44.  20.  44.  98.  98. 179. 112.  73.  73.  73.  73.  73.
  79.  79.  40.  44.  44. 104. 116. 179. 112.  73.  73.  73.  73.  73.
  79.  79.  40.  44.  44. 174.  31.  31. 188. 109.  31.  31. 188.  23.
  66.  66. 176. 137. 137. 137. 137. 143. 109. 109.  14.  62.  53.  13.
 188. 156. 143. 108. 143. 174. 174. 174. 126.  60.  90.  63. 143. 143.
  53. 174. 174. 108.  96.  96.  96. 101. 101. 101.  79.  79.  13.  79.
  44.  44.  40.  46.  12.  12.  12.  12.  12.  12.   8. 159.  92. 159.
  10.  10.  12.  12. 176. 176. 176. 176. 176.   8.  52.  52.   5.  92.
  92. 159. 176. 176. 176. 176. 176.   8.  11.  76.   5.  92. 124. 124.
   4.   0.  67.  64.   5.   5.   5.   5.   5.   5. 159. 181.  92. 159.
  10.   4.  67.   0.   5.   5.   5.   5.   5. 159. 159. 181.  92.  76.
 189.  77. 111.  76. 189.  77. 111.  76.  72. 146. 146.  64.  64.  64.
  64.  64.]",3
"[144. 145. 145. 145. 145. 145.  92.  31.  31.  31.  31.  72.  31.  31.
  31.  31.  31.  76. 159. 124. 124. 124. 124. 106.  12.  12.  12.  12.
  12.  12.  12. 156. 127.  62.  31.  14.  14.  14.  14.  76.  76.  76.
  76.  76.  12.  76.  92. 106. 190.  12. 146.  31.  14.  14.  76.  76.
  76. 190. 119.  92.  92. 190.  12.  31. 156.  12.  10.   4.  76.  44.
 190. 159.  76.  12.  12.  10.   4.  76.  74. 190. 159.  12.  12. 190.
 159. 159. 190.  76.  92. 189. 189.  92. 189. 189. 146.  72.  31.  31.
  31.  31.  31.  31.  44.  44.  44.  44.  44.  30. 156. 156. 156. 156.
   8.   8.   8. 159.  92.  60.  47. 172. 140.  92.  60.  60. 149.  44.
  44.  44.  44.  44.  44. 100. 158. 158. 158. 158. 158. 110.  44.  44.
  44.  44.  33.  78.  44.  44.  44.  44.  44. 111.  92.  92.  92.  92.
  92. 172.  12.  12.  12.  12.  12.  30.  47.  47.  47.  47.  92.  60.
  12.  47.  47.  92. 111.  45.  45.  45.  45.  78.  78.  78.  78.  78.
  78.  12. 172. 172.  47.  64.  34. 111.  45.  45.  78.  78.  78.  78.
  71. 156. 172.  47.  92. 111.  93.  78. 134.  92. 156. 154.  47.  47.
 108.  30.  78.  78.   5. 156. 154.  92.  47.  78.  78.  78.  78.  47.
  78.  78.  12. 141. 141.  45. 141. 111.  34.  34. 144. 144. 144. 144.
  -1.  -1.]",3
"[ -1.  -1. 144.  40.  44. 156.  44.  77. 156.  30.  30.  40.  40.  30.
  30.  40.  40.  30. 156. 156. 156. 156.  30. 156.  31. 189.  44. 191.
  31.  76. 111. 111. 152. 111. 183. 152. 152. 111.  76.  44.  31.  31.
  31.  31. 111.  77. 156. 111.  76.  31.  31.  31.  31. 142.  77. 189.
  31.  31.  31. 142. 156.  31. 111. 189.  31.  72.  20.  20.  76. 111.
  25.  77.  76.  72.  20.  20.  76. 111.  25.  77.  76.  76. 152. 111.
 111. 111. 152. 111. 111.  77. 189.  31. 111. 111. 152. 111. 111. 111.
 152. 111. 111.  31.  31.  77. 111. 111. 189.  31. 146.  64.  20.  76.
  68. 159. 159.  92.  68. 159. 124.  12. 159. 124. 124. 188.  40.  30.
  25.  44.  79. 157. 124.  79.  45. 124. 124. 124. 124.  44.  12.  76.
 159. 159.  76. 159. 159.  45.  44. 108. 191. 191. 108. 191. 191.  29.
  77. 156.  77. 108.  77. 111.  44.  77.  44.  30. 156. 156. 111. 111.
 189. 111.  77. 189.  20. 111.  44.  44.  44.  13.  77. 111.  44.  44.
  44.  44.  44.  13.  77. 111. 152. 100. 100. 185.  30. 149.  44. 156.
 152. 100. 100. 185.  30. 149.  44. 156. 156.  40.  30.  30.  30.  40.
  30.  30.  44.  77. 111.  30.  30.  40.  30.  30.  25.  40.  30.  13.
 111. 111.  44.  30.  13.  77. 111.  34.  34. 144. 144. 144. 144.]",3
"[ 32.  32. 185. 185. 124.  32. 124. 185. 124.  79.  79.  44.  44.  44.
  44.  79. 120.  32.  32.  32. 146. 144. 144. 144.  40.  32.  32.  32.
 146. 144. 144. 144.  40.  32.  32.  44.  40.  30. 156. 156.  44.  44.
  25. 191. 111.  92. 156.  47.  92.  92. 156.  78.  92.  92. 156.  78.
  92.  92. 156.  78.   5.  25.  30.  71. 191.  44.  44.  13.  92.  92.
 156.  47.  92.  92. 156.  78.  92.  92. 156.  78.  92.  92. 156.  78.
   5.  25.  30.  71. 191.  44.  44.  13. 152. 144. 144. 144.  40.  32.
  32.  32. 146. 144. 144. 144.  40.  44.  30. 156.  77.  13.  13.  13.
  13.  13.  13.  13.  44.  44.  44.  25.  25.  13.  13.  13.  13.  13.
  13.  13.  44.  44.  44.  25.  25. 178. 144. 144. 144. 144. 144. 144.
  25. 183. 183. 183.  76.  64.  64.  64.   8.   0.   0.   0. 117.   9.
 113. 113. 113. 121.  33.  33.  56.  37.   5.  92. 127. 127.   5.  92.
  44. 158. 158.  79.  30.  30.  13.  79.  30.  30.  13.  79.  30.  30.
  13.  79.  30.  44. 105. 151.  44.  45. 124. 157.  44. 158. 158.  79.
  30.  30.  13.  79.  30.  30.  13.  79.  30.  30.  13.  79.  30.  44.
 105. 151.  44.  45. 181.  45.  44.  40.  32.  32. 124. 112. 112. 112.
 185. 120.  32.  32. 124.  79.  79.  79.  44. 157. 157. 157. 157. 157.
 157. 157. 157. 157. 191.  52. 149. 157. 157. 157. 157. 157. 157. 157.
 157. 157. 191.  52. 149. 149.  32.  32.  32.  32.  32.  32.  32.  32.
  32.  32.  32.  -1.]",3
"[ 66. 100. 185.  16. 114. 164.  40.  64.  20.  44.  77.  77.  25. 152.
 156.  98.  25.  30.  40. 164.  45.  44.  77.  13.  25. 111.  77.  25.
  25.  37. 191.  40.  40.  25.  30.  20.  20. 124.  44.  74.  74.  13.
  30.  30.  30.  40. 156.  77.  20.  44.  77.  13.  30.  30.  77. 111.
 156.  31. 111. 189.  31. 152.  76. 189.  77.  76.  76.  31.  31.  31.
  76. 189.  77.  76.  76.  31.  31.  76.  76. 111.  77.  31. 109. 152.
 111. 156.  77.  76.  72. 152.  76. 111.  77.  31. 109. 152. 111. 111.
 111.  76.  76. 156. 156.  25. 185.  30.  30.  44. 189.  76. 189. 189.
  76. 111. 111.  76.  76. 156. 156.  25. 185.  30.  30.  31. 189.  76.
 189. 189.  76. 111. 111.  76.  76. 189.  77.  76.  76.  64.  64.  64.
  64. 152.  77.  44. 156. 142.  12.  40. 164. 157.  45.  45. 172.  92.
  76. 176. 176. 183.  76.  28.  28.  28.  28.  28.  44.  76.  77.  12.
  79.  79.  79.  44.  40.  44.  44. 191.  13.  13.  13. 156.  30.  30.
 156.  77.  44. 156.  31. 111. 111.  44. 156.  77.  44. 156.  31. 111.
 111.  13. 156.  13.  44.  77.  77.  40.  30.  44.  44. 156. 152.  40.
 156.  13.  44.  77.  77.  40.  30.  30.  30. 156. 156.  44.  44. 149.
  20. 110.  79. 124.  77. 156.  77.  77. 156.  30.  30. 156. 156.  44.
  44. 149.  20. 110.  79. 111.  77. 156.  77.  77. 156.  30.  30. 156.
 156.  45.  44. 156. 156. 144. 144. 144. 144.]",3
"[ -1.  -1.  -1. 144.  97.  37.  71.  17. 156. 185.  84.  37.  71.  17.
  30. 132. 132.  30.  30.  44.  77. 111.  77.  44.  44.  44.  44.  13.
  25.  31.  31.  31.  31.  31.  77. 111. 111.  31.  31.  31.  98. 152.
 111. 111. 111. 111. 111. 111.  77. 111. 111. 111. 111.  76. 178.  64.
 156.  12.  92. 156. 159.  28.  12.   8.  12.  12. 172.  10. 158. 158.
 127. 157. 157. 158.   5.   5.   5.   5.   5.   5. 158.   5. 159. 159.
 185. 176. 152. 111. 111. 111.  77. 111. 111. 111. 111.  76.  31. 111.
 111.  77. 111.  76.  31. 111. 111.  77. 111.  76.  76.  76.  76.  76.
  76.  76.  76.  76.  76.  65.  64.  73.  78.  78. 190. 141. 146.   5.
 158. 158.  12.  44.  28.  28.  28.  12.  45. 141.  77.  78.  45. 124.
  12.  92.  47.  78.  12.  28.  45. 141.  78.  47. 159.  28.  45. 141.
  78.  47. 156.  40. 124. 111.  60. 156.  13.  44.  13.  17.  40. 124.
 111.  60. 156.  13.  13. 156.  44.  13.  13.  44.  13. 156.  44.  13.
  13.  44.  13. 156. 156. 156. 156. 156. 156. 156. 156. 156. 156.  66.
 144. 144. 144.  -1.]",3
"[112.  65.  65.   0. 180.  45.  92.  65.  65.   0. 180.  45.  92.  92.
  12.  12.  12. 159. 190.  65.  12.  12.  12. 159. 190.  15.  15. 190.
  12.  15. 190.  15.  15. 159.  15.  15.  93. 159. 156. 156.  78.  78.
 156. 190.  92. 159. 159.  92. 157. 157.  79. 149. 124. 157. 157.  92.
  79.  79.  44.  44.  44.  45.  45.  45. 157. 157.  30. 124.  79.  44.
 185. 120. 120.  79.  79.  79.  44.  44.  44.  92.  45.  45. 157. 157.
  30.  37.  32.  32. 120. 124.  25. 157. 157.  45. 124. 157.  79. 157.
 157.  79.  45. 157. 157. 157.  40. 124.  45. 157. 157. 157.  40.  25.
 164.  32. 140. 109.  79. 109. 109.  79. 172.  13.  44.  45.  79. 127.
 158.  92. 159. 159.  76.  12. 190. 159.  12. 159.  92.  92. 110.  44.
  30.  77.  12. 190.  45.  15. 185.  15.  15.  15.  12. 190. 190. 124.
 124. 124.  12. 159. 159.  15.  15.  45.  12. 185.  68.  79.   8.   8.
   8. 190. 190. 124. 124. 124.  12. 159. 159.  15.  15.  79.  73. 112.
 112.   8.  79.  79.  79.  15. 190.  15.  15. 190.  12.  15. 190. 159.
  15.  15.  15. 120.  12. 159.  15.  15.  15.  12.  79.  52.   2.   2.
 112. 112.]",3
"[112. 112. 112. 112. 120.  20.  12.   8. 190. 124. 124.  12.  12.  12.
  12.  12. 124. 124.  79.  12. 159. 159.  45.  12.  45.  45.  46.  15.
  15.  93.  46.  15.  60.  46.  46.  15.  15.  93.  29. 172.  13. 127.
  47.  47. 127.  60.  44.  44.  44.  44. 127. 127.  44.  40.  44.  44.
  44.  44.  44.  44.  44.  44.  79.  92.  92.  92.  92.  92.  92.  68.
   5.   5.  92.  78.  44.  44.  92.  47.  47.  13. 127. 127. 158. 146.
  44. 157. 157.  73.  44. 157. 157.  20. 157. 157.  44.  52. 157. 157.
  79.  44. 157. 157.  44.  40.  44. 157. 157.  73.  44. 157. 157.  20.
 157. 157.  44.  52. 157. 157.  79.  44. 157. 157.  44.  79. 157. 157.
  79. 157. 124. 157.  44.  79. 157. 157.  79. 157. 124. 157.  44.  32.
  32. 151.  44.  32.  32.  44.  44.  32.  32.  45.  15.  12. 157.  45.
  15.  12. 157.  45. 109.  13. 175.  46.  12.  12.  12.  13. 172. 172.
 127.  60.  15. 172.  45.  45. 172.  60.  15.  15. 124. 120. 124. 172.
  60.  60. 172. 172.  60.  60. 190.  15.  15.  15.  15.  15.  15.  15.
  41.  15.   9. 168. 158. 172.  93.  93.  60.  93.  46.  46.  46. 146.
  45.  15.  45.   5.  45.  15.  15. 124.  15.  15. 124. 132.  45.  15.
 159.  45.  79.  15. 124.  68.  45.  15.  45.   5.  45.  15.  15. 124.
  15.  15. 124. 132.  45.  15. 159.  45.  79.  15. 124. 190.  45.  15.
 190.  15.  12.  15. 124. 190.  45.  15. 190.  15.  12.  15. 124. 112.
 112.  39. 124. 112. 112. 124. 124. 112. 112. 112.]",3
"[ 80.   2.   2.   2.   2.   2.   2. 114. 158.   5.   5.  68.  92.   5.
   5.  68.  92.   5.   5.  68.  92.   5.   5.  68.  92.  92. 127. 160.
   9. 168. 168.  92.  88. 153. 153.  88.  88. 153. 153.  92.  92.   3.
 172. 158. 153. 100.   0.   0.   0.   0.   0.  67.   1. 114.  36.  34.
  68.  92.  20. 180. 114.  12.  73.  12.  12.  42.   0.  78.  78.  78.
   0. 153.  68. 121. 125. 125.  47.   0.   0.  67. 159.   5.  78.  12.
  98.  82.   0.   0. 145.  80.  82.  23. 145. 153.  88.   0. 145.  80.
  82.  23. 145. 153.  88.  36.  36.  92. 152.   8. 114. 112.  34.   5.
  88.  73.  73.  78. 117.   0.   0.   0.  92.  80.  82.   8. 153. 153.
  92.   0.  92.  80.  82.   8. 153. 153.  92.  36.  36.  92. 152.   8.
 114. 112.  34.   5.  88.  73.  73.  78. 117.   0.   0.  78.  47.   0.
   0.  78.  47.   0.   0.  78.  47.  47.  47. 185. 185.   0.   0.  78.
  47.   0.   0.  78.  47.   0.   0.  78.  47.  47.  47. 185. 185.  82.
  82.   0.   0.   0.   0.   0.   0.   0.   0. 114.   1.  89.   4. 148.
 140.  89.   4. 148. 140.  89.   4.   9. 126. 140.  14.  14.  28.  61.
 126. 126. 108.  30.  12.   4.  60.  93. 158. 168. 140.  13.  44.  78.
  78.  33.  47. 172. 140.   5.  92.  60.  93. 151.  92.  92.  78.  73.
 157. 158.   5.   5.  92.  78.  73.  10.   9. 168.   5.  92.  78.  73.
  47.  74.  68. 127. 168. 144. 144. 144. 144. 144.  66. 162.  33.  34.
 152.  80.  33.  40.  17.  20.  33. 152. 152.  80.  33.  41. 114. 180.
   1.   2. 120.  48.   1.   8.  35. 180.   1.   2. 120.  48.   1.   9.
  82. 114. 160.  74.  74.  33.  10.  21. 145.   9. 160. 162.  74.  33.
  10.  21. 116. 116.  25.  12.  78. 114.   0. 114.  10.  88.   5.   5.
 168. 153.  80.   2.   2. 160. 160. 162.  74.  33.  10.  21.  80.  33.
 160. 162.  74.  33.  10.  21. 116. 116.  25.  12.  78. 114.   0. 114.
  10.  88.   5.   5. 168. 153.   2.   2. 168. 158.  80.   2. 168. 158.
  80.   2. 168. 158.   5. 158.  73.  73.   2.   2. 168. 158.  80.   2.
 168. 158.  80.   2. 168. 158.   5. 158.  73.  73. 162. 162.  80.  80.
  80.  80.  80.  80.  80.  80.  -1.]",3
"[  2.  80.  52.   5.   0.   0.  92.   5.  92.  92.  80.  52.   5.   0.
   0.  92.   5.  92.  92.  80.  87.  15.  60.  60.  92.  80.  87. 172.
  60.  60.  92.  80.  87.  15.  47.  47. 172.  80.  87.  15.  47.  47.
 172.  80.  38.  28.  47.  78.  73.  47.   0.  78.  47. 117. 117.  20.
 117.  42.  78.   0.  12.  28. 159.  92.  78.   0.  12.  28. 159.  92.
  78.   0.  12.  28. 159.  92.  78.  12.  98. 148.   1.  42.  89.   1.
  12.  95.  12.  95.  89.   1.  12.  95.  12.  95.  89.   1.  12.  95.
  12.  95.  89.  12.  98.   5.  92.  13. 126. 125.  12.  92.  47.  92.
  60.  12.  12.  13.  92.  13. 126. 125.  12.  92.  47.  92.  60.  12.
  12.   0.   0. 153.  68.   2.  88.   0.   0.  92.  60.  36. 114.   0.
   0. 153.  68.   2.  88.   0.   0.  92.  60.  36. 114. 114. 114. 114.
   0.  24.  44. 160. 132.  12.   0.   8.  13. 160.  36.  60.   0. 136.
  92.  80.  52. 158. 158.  60. 156.  38.  33.  74.  92.  33.  44. 158.
  44. 127.  92.  33.  44. 158.  44. 127.  92.  33.  44. 158.  44.  56.
  37.   5.   2. 112. 112. 112.  -1.  -1.   1.  89.  36.   1.  12. 119.
  95.  95.  95.   1.  12. 119.  95.  95.  95.   1.  12. 119.  95.  24.
  95.   7.  68.   0.   2.  80.  80.  -1.  16. 161.  10.  28. 161. 172.
  63.  14.  63.  28. 161. 172.  63.  14.  63.  28. 161. 172.  63.  14.
  63.  92. 108.  89. 111.  30.  92.  28.  14.  92. 114.   0.   0.  -1.
  -1.  80.  21. 116. 153.  92.   7. 175. 172.  93. 153.  92.   7. 175.
 172.  93. 153. 158.   7. 175.  92.  93.   9. 172. 172.  74.  47.  88.
 158. 172.   0.  33.  80.  93.   9. 172.  47.  74.  47.  92. 158.  92.
  92.  80.  21.  10. 148.  82.  21.  80.  80.  93. 140. 116. 114.  80.
  21.  10. 148.  82.  21.  80.  80.  93. 140. 116. 114.   2.  80.  80.
  80.  80.  80.  80.  80.  -1.]",3
"[145.   9.   9. 168. 116.  21.  80.   9.   9. 168. 116.  21.  80.   9.
   9.  92.  13.  47.  80.  47.  47. 140. 168.  21.  80.  80.  80. 172.
 160. 113. 112.  12.   0.   7.   7.  92.  80. 100. 121.  13. 153. 114.
  81.  81. 161. 175.   7. 108.  81.  81. 161.  14.  88.  28.  21. 126.
 126.  58.  14.  53. 128. 128.  16.  28.  14.  14. 128. 128.  16.  29.
 136. 140. 175.  28.  76. 108. 172.  14. 161. 161.  49.  63.  28.  28.
 161. 161.  49.  63.  21. 108.  14.  61. 108. 140.  12.  12.   1.   1.
   1.   1.  89.  60.   1.   1.  81.  95.   8. 140.  89.  89.   4.  28.
   8.   8.   8. 112.  56.  56.  42.  95.   1.   9.  77. 126. 126.  68.
 112. 112.  56.  56.  42.  95.   1.   9.  77.  60.  28.  12.  12.  60.
 180.  30.  30. 140. 190. 185.   5.  92.  78.  47.  92.  92.  82. 132.
 100. 114.  47.  47. 162.  20. 180. 114.  60. 125.   2. 178.  12.   8.
 153.  92.  78.  47.  12.  12.  92.  92.  82. 132. 100. 114.  47.  47.
 162.  20. 180. 114.  60. 125.   2. 178.  12.   8. 153.  92.  78.  47.
  12.   8.  73.  47.  12.  12.  12.  12.  47.  47.  12.  12.  12.  12.
 185.  92.  47.  13. 117.   8. 185.  92.  73.  47. 117. 114.   0.   0.
   0.   0.   0.   0.  47.  92.  92.   5. 116.   7.  47.  92.  92.   5.
   7.  92.  45.  45. 158. 168. 148.  39.  79.  45. 158. 168.  39. 172.
   5.  89.  15. 158.  92.  60.  60.  73.   9.  37.  37. 121.  60.  92.
  68.  92.  44. 144.  33. 160. 160.  60.  48.   1.   0.  92.  80.  87.
 148.  15. 113. 121. 180.  41.   0.  88.  92.   5. 159.  12.   8.   8.
   0.   0. 136.  24. 122. 175.   5.  89.   6.  14.  14. 148.   8.   0.
 136.  24. 122. 175.   5.  89.   6. 172. 108.  92.  92. 108.  68.  61.
  61.  14.  47.  73.  10.   9. 168. 158.  47.  47. 162.  20. 180.   2.
 127. 127.  50. 100.  68.   2.  92.  92.  82. 116.  13.  47.  10.   9.
 168. 158.  92.  92.  47.  47. 162.  20. 180.   2. 127. 127.  50. 100.
  68.   2.  92.  92.  82. 116.  13.  47.  10.   9. 168. 158.  92.  88.
   5. 158.  92.  92.  92.  92.   5. 158.  92.  92.  92.  92.  73. 172.
 127.  13. 153.  88.  73. 172.   5. 158. 153. 114.  80.  80.  80.  80.
  80.  80.  80.  80.  80.  80.  -1.  -1.]",3
"[112. 112.  32. 148.   9. 168. 168. 154. 124. 138.   9. 168. 168. 154.
 124. 138. 124. 168. 168. 140. 124. 172. 100. 112. 112. 100. 127.  78.
 157.  60.  74.  73.  44.  44. 149.  44.  44.  17.  60.  12.  12.  60.
  42.  42.  41.  12.  56.  56.  12.  12. 114.  60.  15.  60.  15.   9.
   9.  15.   9.  41. 172.  15. 148.  10. 172.  15.  15. 172.  93.  15.
 172.  93.  15. 172.  93.  89.   4.  15.   9. 168.   5. 172.   9.  56.
  33. 180. 153. 153. 172.  15.  87.  60. 127. 153. 172.  15.  87.  60.
  93.  13. 160. 158.  13. 160.  10.  15. 160.  60. 121.  93. 172.  10.
 180.  60.  15. 172.  21. 116. 116.   5. 153. 172.  15.  87.  60. 127.
 153. 172.  15.  87.  60.  93.  13. 160. 158.  13. 160.  10.  15. 160.
  60. 121.  93. 172.  10. 180.  60.  15. 172.  21.  60.  89.   4.  15.
 172.  21.  60.  89.   4.  15. 172.  21.  82.  82. 160.  82.  80.   4.
  56.  15.  15.  10. 172.  87.  56.  15.  15.  10.  21.  95.  60.  12.
  89.  89. 140. 140. 180.   0.   0.   0.   0.  36.  89.   4.   4.  42.
  12. 119.  89.   4.   4.  42.   9. 158.  92.  44. 121. 121.  44.  44.
 124. 158. 158. 158. 172. 158. 148.   9. 172. 172.  60. 120.  56.  46.
  46.  56.  46.  46.  56.  46.  46.  44.  28. 124. 140. 140. 172. 172.
  60.  18. 112. 146.   9. 116.   9.  15.  11.  68. 168. 116.   9.  15.
  11.  68. 168. 140.  46. 172. 140.  46.  46.   1.  15. 172.  39. 124.
  42.  89.  15. 140.   5. 158. 168. 140.  18. 120.  34.  34. 168. 116.
   9.  15.  11.  68. 168. 116.   9.  15.  11.  68. 168. 140.  46. 172.
 140.  46.  46.   1.  15. 172.  39. 124.  42.  89.  15. 140.   5. 158.
 168. 140.  18.  18.  15.  15.   9. 140.  60. 120.  15.  15.   9. 140.
  60. 120.  34.  34.  34. 112. 112. 112. 112. 112. 112.]",3
"[112. 112.   8. 148. 148. 148.   8. 112. 148. 148. 154.   8.   8. 190.
   8. 190. 190. 112.  12. 124.  45.  12.  12.  12.  26. 185. 124.  44.
  12.  12. 190. 124. 120. 112. 112. 112. 112.  68.  15.  15.  15.  15.
  15.  15.  32.  37.  78.  78.  78.  78.  78.  78.  64. 178.  64.  44.
 158. 158. 158. 127.  88. 175. 151. 158.   7. 175.  74. 158.  44. 158.
 127.  44.  79. 158.  22. 158. 158. 127. 158.  44. 144. 144. 144. 144.
 144.  33.  33. 127.   5.  44.  44.  33.  33.  44.  44.  60.  60.  56.
   5.  92.  44.  44.  33.  33.  44.  44.  79. 149. 120. 124.  12.  73.
  44.  32. 124.  79.  26.  92.  68.  44.  22.  37. 152.  92.  44.  40.
  37. 124. 153.  44.  44. 149.  44.  44.  45. 124.  45.  79.  40.  44.
  44.  44.  45. 124.  45.  79.  40.  40.  32.  32.  32.  32.  50.  37.
 152.  92.  44.  40.   9. 156.  44.  44.  44.  79. 124.  44.  44. 157.
  44.  79.  44. 144.  32.  32.  80. 162. 162.  33.  33.  58. 172. 168.
  24.  24.   2.   2.  24. 161. 175.  24.   5. 126.   8.   2.  80.  92.
  78.  78.   8.   8.  92.  60.  47. 156. 152.  64.  64.  78.  78.  78.
  78.  78.  78.  64. 144. 158. 158. 158. 158. 158. 158. 144. 144.  60.
  15.  15.  15.  46.  56.  29.  39.  15.  87.  29.   6.  15. 158.  15.
  15.  60. 190.  15.  40.  15.  15.  46.  15.  60.  32.  32.  32.  32.
 113. 113.  15. 180. 140.  60.  60. 113.  37. 120. 172. 140. 113.  15.
  15. 172.  60.  37.  37.  60. 124. 190. 190. 112.  12.  88.   0.  12.
 112.  12.  12.   0.  12. 148. 124. 120.  12.  12. 188. 124. 120.  13.
  12.  12. 190. 124. 124. 124. 124.  45.  88.  12. 190. 124. 120. 124.
 124.  45.  88.  12. 190. 124. 120. 112. 112. 112. 112. 112. 112. 112.
  -1.  -1.]",3
"[ 67.  67.  67.  67.  67.  67.   0.   0.  67.   0.   0.  67.  47.  92.
  47.  47.  88.  67.   0.   0.  67.   5.   5.   0.   5.   5.   0.  47.
  92.  28.  28.   0.   8.   8.   0.  78.  73.   7.   7.   7.   7.   7.
 116.   7.   7. 172.  41.  45.  39.  39.  39. 148.  39.  39. 190. 124.
  79.  12.  12. 159. 124.  79.  79.  32.  32.  -1.   9. 140.  37.  15.
  93.  93.  15. 140.  37.  15.  93.  93.  93. 108.   5.  14.  61.  61.
  14. 108.   5.  14.  61.  61.  14. 108. 108.  95. 140. 140.  46.  60.
  60. 124. 124. 124. 124. 185. 124. 117.  12. 159.  15.  45.  45. 159.
 159.  12.  79.  45.  12.  12.  12. 124. 124. 124. 124.  12.  45.  79.
  44.  45. 159. 124.  45.  12.   8.   8. 124. 120.  68. 108. 124.   8.
  28.  44.  79.  68. 124.  45.  12. 132.   8. 124.  12. 190. 190. 124.
 190. 190. 124. 190. 124. 120. 112. 112. 114.   8. 185. 121.  78.  78.
 125. 125.  12.  12.  12.   3.   8.  88. 180.  10. 172.  50. 140. 140.
 158.  92.  92. 153. 153. 153. 153. 153.  13.  33.  33.  33.  33.  33.
  47.  10.  10.  10.  10.  47.  13. 175. 175.  92.  47. 125.  28.   0.
   0.   0.   0.   0.  67.   0.   0.   0.   0.  89.  60.   1.  95.  30.
  30.  95.  60.   1.  95.  30.  30.  28.  28.  24.  63. 141. 141.  63.
  28.  24.  63. 141. 141.  63.  28.  28.  28.  28.  28.  12. 140. 140.
  12.  12.  12.  12.  12.  12. 159.  92.  92.  12.  12. 125. 159.  92.
  92.  12.  12. 125. 159. 159. 125.  28. 117. 117.  47.  47.  98.  12.
  12.  12.  47. 125.  92.  12. 159.  47.  12. 159.  60.  78.  78.  12.
   8. 148.  28.  12.  78.  76. 124. 185.   8.  12. 159.  60.  20.  78.
  12.   8.  47.  78.  12.  47.  12.  12.  47.  12.   8. 114.   0.   0.
   0.   0.]",3
